enabled,dataset_id,board,market_segment,inventory_type,geography_code,geography_name,property_type_code,property_type,nc_code,metric_code,metric,frequency,period,status,notes
TRUE,langley_single_family_asp,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_apsf,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_cs,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_adom,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_nl,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_inv,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_apop,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,langley_single_family_star,CADREB,Resale,Residential,5040,F60 - Langley,16,Single Family,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_asp,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_apsf,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_cs,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_adom,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_nl,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_inv,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_apop,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_condo_star,CADREB,Resale,Residential,5012,V - Vancouver,32,Condo,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_asp,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_apsf,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_cs,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_adom,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_nl,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_inv,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_apop,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_townhouse_star,CADREB,Resale,Residential,5012,V - Vancouver,64,Townhouse,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_asp,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_apsf,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_cs,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_adom,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_nl,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_inv,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_apop,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,vancouver_single_family_star,CADREB,Resale,Residential,5012,V - Vancouver,16,Single Family,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_asp,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_apsf,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_cs,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_adom,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_nl,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_inv,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_apop,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_condo_star,CADREB,Resale,Residential,5053,H90 - Chilliwack,32,Condo,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_asp,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_apsf,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_cs,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_adom,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_nl,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_inv,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_apop,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_townhouse_star,CADREB,Resale,Residential,5053,H90 - Chilliwack,64,Townhouse,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_asp,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_apsf,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_cs,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_adom,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_nl,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_inv,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_apop,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,chilliwack_single_family_star,CADREB,Resale,Residential,5053,H90 - Chilliwack,16,Single Family,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_asp,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_apsf,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_cs,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_adom,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_nl,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_inv,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_apop,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_condo_star,CADREB,Resale,Residential,5009,CADREB,32,Condo,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_asp,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_apsf,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_cs,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_adom,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_nl,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_inv,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_apop,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_townhouse_star,CADREB,Resale,Residential,5009,CADREB,64,Townhouse,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_asp,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_apsf,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_cs,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_adom,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_nl,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_inv,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,inv,Total Inventory,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_apop,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,apop,% Original Price,monthly,100,active,Generated from lookup tables.
TRUE,cadreb_single_family_star,CADREB,Resale,Residential,5009,CADREB,16,Single Family,4,star,Sell Through Rate,monthly,100,active,Generated from lookup tables.
TRUE,surrey_condo_asp,CADREB,Resale,Residential,5037,Surrey,32,Condo,4,asp,Average Sale Price,monthly,100,active,Generated from lookup tables.
TRUE,surrey_condo_apsf,CADREB,Resale,Residential,5037,Surrey,32,Condo,4,apsf,Average $/Sq Ft,monthly,100,active,Generated from lookup tables.
TRUE,surrey_condo_cs,CADREB,Resale,Residential,5037,Surrey,32,Condo,4,cs,Unit Sales,monthly,100,active,Generated from lookup tables.
TRUE,surrey_condo_adom,CADREB,Resale,Residential,5037,Surrey,32,Condo,4,adom,Average Days on Market,monthly,100,active,Generated from lookup tables.
TRUE,surrey_condo_nl,CADREB,Resale,Residential,5037,Surrey,32,Condo,4,nl,New Listings,monthly,100,active,Generated from lookup tables.
